dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,dteday_num,Cluster,time_category
2011-01-04,1,0,1,16,0,2,1,1,0.3,0.49,0.2537,15,68,83,3,0,Siang
2011-01-04,1,0,1,17,0,2,1,1,0.28,0.48,0.2239,10,202,212,3,0,Siang
2011-01-04,1,0,1,18,0,2,1,1,0.26,0.48,0.194,3,179,182,3,0,Sore
2011-01-04,1,0,1,19,0,2,1,1,0.24,0.48,0.1045,2,110,112,3,0,Sore
2011-01-04,1,0,1,20,0,2,1,1,0.24,0.48,0.1045,1,53,54,3,0,Sore
2011-01-04,1,0,1,21,0,2,1,1,0.22,0.64,0.0,0,48,48,3,0,Sore
2011-01-04,1,0,1,22,0,2,1,1,0.22,0.64,0.0896,1,34,35,3,0,Sore
2011-01-04,1,0,1,23,0,2,1,1,0.2,0.69,0.0896,2,9,11,3,0,Sore
2011-01-05,1,0,1,0,0,3,1,1,0.2,0.64,0.0,0,6,6,4,0,Malam
2011-01-05,1,0,1,1,0,3,1,1,0.16,0.74,0.0896,0,6,6,4,0,Malam
2011-01-05,1,0,1,2,0,3,1,1,0.16,0.74,0.0896,0,2,2,4,0,Malam
2011-01-05,1,0,1,4,0,3,1,1,0.24,0.48,0.2239,0,2,2,4,0,Malam
2011-01-05,1,0,1,5,0,3,1,1,0.22,0.47,0.1642,0,3,3,4,0,Malam
2011-01-05,1,0,1,6,0,3,1,1,0.2,0.47,0.2239,0,33,33,4,0,Pagi
2011-01-05,1,0,1,7,0,3,1,1,0.18,0.43,0.194,1,87,88,4,0,Pagi
2011-01-05,1,0,1,8,0,3,1,1,0.2,0.4,0.2985,3,192,195,4,0,Pagi
2011-01-05,1,0,1,9,0,3,1,1,0.22,0.37,0.3284,6,109,115,4,0,Pagi
2011-01-05,1,0,1,10,0,3,1,1,0.22,0.37,0.3284,4,53,57,4,0,Pagi
2011-01-05,1,0,1,11,0,3,1,1,0.26,0.33,0.3284,12,34,46,4,0,Pagi
2011-01-05,1,0,1,12,0,3,1,1,0.26,0.33,0.3284,5,74,79,4,0,Siang
2011-01-05,1,0,1,13,0,3,1,1,0.28,0.3,0.2985,6,65,71,4,0,Siang
2011-01-05,1,0,1,14,0,3,1,1,0.3,0.28,0.194,10,52,62,4,0,Siang
2011-01-05,1,0,1,15,0,3,1,1,0.3,0.28,0.194,7,55,62,4,0,Siang
2011-01-05,1,0,1,16,0,3,1,1,0.3,0.28,0.0896,4,85,89,4,0,Siang
2011-01-05,1,0,1,17,0,3,1,1,0.24,0.38,0.194,4,186,190,4,0,Siang
2011-01-05,1,0,1,18,0,3,1,1,0.24,0.38,0.1343,3,166,169,4,0,Sore
2011-01-05,1,0,1,19,0,3,1,1,0.24,0.38,0.1045,5,127,132,4,0,Sore
2011-01-05,1,0,1,20,0,3,1,1,0.22,0.47,0.1642,7,82,89,4,0,Sore
2011-01-05,1,0,1,21,0,3,1,1,0.2,0.51,0.194,3,40,43,4,0,Sore
2011-01-05,1,0,1,22,0,3,1,1,0.18,0.55,0.1343,1,41,42,4,0,Sore
2011-01-05,1,0,1,23,0,3,1,1,0.2,0.47,0.0,1,18,19,4,0,Sore
2011-01-06,1,0,1,0,0,4,1,1,0.18,0.55,0.0,0,11,11,5,0,Malam
2011-01-06,1,0,1,1,0,4,1,1,0.16,0.64,0.0,0,4,4,5,0,Malam
2011-01-06,1,0,1,2,0,4,1,1,0.16,0.64,0.0,0,2,2,5,0,Malam
2011-01-06,1,0,1,4,0,4,1,2,0.16,0.64,0.0896,0,1,1,5,0,Malam
2011-01-06,1,0,1,5,0,4,1,2,0.14,0.69,0.0896,0,4,4,5,0,Malam
2011-01-06,1,0,1,6,0,4,1,2,0.14,0.63,0.1045,0,36,36,5,0,Pagi
2011-01-06,1,0,1,7,0,4,1,2,0.16,0.59,0.0,0,95,95,5,0,Pagi
2011-01-06,1,0,1,8,0,4,1,1,0.16,0.59,0.0,3,216,219,5,0,Pagi
2011-01-06,1,0,1,9,0,4,1,2,0.18,0.51,0.0,6,116,122,5,0,Pagi
2011-01-06,1,0,1,10,0,4,1,1,0.2,0.47,0.0,3,42,45,5,0,Pagi
2011-01-06,1,0,1,11,0,4,1,1,0.22,0.44,0.0896,2,57,59,5,0,Pagi
2011-01-06,1,0,1,12,0,4,1,1,0.26,0.35,0.0,6,78,84,5,0,Siang
2011-01-06,1,0,1,13,0,4,1,1,0.26,0.35,0.1045,12,55,67,5,0,Siang
2011-01-06,1,0,1,14,0,4,1,1,0.28,0.36,0.1642,11,59,70,5,0,Siang
2011-01-06,1,0,1,15,0,4,1,1,0.28,0.36,0.0,8,54,62,5,0,Siang
2011-01-06,1,0,1,16,0,4,1,1,0.26,0.38,0.1642,12,74,86,5,0,Siang
2011-01-06,1,0,1,17,0,4,1,1,0.22,0.51,0.1642,9,163,172,5,0,Siang
2011-01-06,1,0,1,18,0,4,1,1,0.22,0.51,0.1343,5,158,163,5,0,Sore
2011-01-06,1,0,1,19,0,4,1,1,0.22,0.55,0.0896,3,109,112,5,0,Sore
2011-01-06,1,0,1,20,0,4,1,1,0.2,0.51,0.1642,3,66,69,5,0,Sore
2011-01-06,1,0,1,21,0,4,1,2,0.22,0.55,0.2239,0,48,48,5,0,Sore
2011-01-06,1,0,1,22,0,4,1,2,0.22,0.51,0.2836,1,51,52,5,0,Sore
2011-01-06,1,0,1,23,0,4,1,2,0.2,0.59,0.194,4,19,23,5,0,Sore
2011-01-07,1,0,1,0,0,5,1,2,0.2,0.64,0.194,4,13,17,6,0,Malam
2011-01-07,1,0,1,1,0,5,1,2,0.2,0.69,0.2239,2,5,7,6,0,Malam
2011-01-07,1,0,1,2,0,5,1,2,0.2,0.69,0.2239,0,1,1,6,0,Malam
2011-01-07,1,0,1,4,0,5,1,2,0.2,0.69,0.1343,0,1,1,6,0,Malam
2011-01-07,1,0,1,5,0,5,1,3,0.22,0.55,0.0,0,5,5,6,0,Malam
2011-01-07,1,0,1,6,0,5,1,2,0.2,0.69,0.0,8,26,34,6,0,Pagi
2011-01-07,1,0,1,7,0,5,1,1,0.2,0.69,0.1343,8,76,84,6,0,Pagi
2011-01-07,1,0,1,8,0,5,1,1,0.2,0.51,0.2537,20,190,210,6,0,Pagi
2011-01-07,1,0,1,9,0,5,1,1,0.2,0.47,0.2985,9,125,134,6,0,Pagi
2011-01-07,1,0,1,10,0,5,1,1,0.22,0.37,0.3284,16,47,63,6,0,Pagi
2011-01-07,1,0,1,11,0,5,1,2,0.2,0.4,0.2239,19,48,67,6,0,Pagi
2011-01-07,1,0,1,12,0,5,1,2,0.2,0.37,0.2537,9,50,59,6,0,Siang
2011-01-07,1,0,1,13,0,5,1,2,0.2,0.37,0.2836,9,64,73,6,0,Siang
2011-01-07,1,0,1,14,0,5,1,2,0.2,0.4,0.2537,7,43,50,6,0,Siang
2011-01-07,1,0,1,15,0,5,1,2,0.2,0.37,0.1642,9,63,72,6,0,Siang
2011-01-07,1,0,1,16,0,5,1,2,0.2,0.37,0.1642,5,82,87,6,0,Siang
2011-01-07,1,0,1,17,0,5,1,2,0.2,0.37,0.0,9,178,187,6,0,Siang
2011-01-07,1,0,1,18,0,5,1,1,0.2,0.4,0.0896,7,116,123,6,0,Sore
2011-01-07,1,0,1,19,0,5,1,1,0.16,0.55,0.0896,3,92,95,6,0,Sore
2011-01-07,1,0,1,20,0,5,1,1,0.18,0.47,0.1045,1,50,51,6,0,Sore
2011-01-07,1,0,1,21,0,5,1,1,0.18,0.47,0.1343,0,39,39,6,0,Sore
2011-01-07,1,0,1,22,0,5,1,2,0.18,0.43,0.1642,2,34,36,6,0,Sore
2011-01-07,1,0,1,23,0,5,1,2,0.18,0.51,0.1642,1,14,15,6,0,Sore
2011-01-08,1,0,1,0,0,6,0,2,0.18,0.51,0.1642,1,24,25,7,0,Malam
2011-01-08,1,0,1,1,0,6,0,2,0.18,0.55,0.0896,1,15,16,7,0,Malam
2011-01-08,1,0,1,2,0,6,0,2,0.18,0.55,0.0,3,13,16,7,0,Malam
2011-01-08,1,0,1,3,0,6,0,3,0.18,0.55,0.1642,0,7,7,7,0,Malam
2011-01-08,1,0,1,4,0,6,0,3,0.18,0.55,0.1642,0,1,1,7,0,Malam
2011-01-08,1,0,1,5,0,6,0,2,0.16,0.74,0.1642,0,5,5,7,0,Malam
2011-01-08,1,0,1,6,0,6,0,2,0.16,0.74,0.1642,0,2,2,7,0,Pagi
2011-01-08,1,0,1,7,0,6,0,2,0.16,0.74,0.1045,1,8,9,7,0,Pagi
2011-01-08,1,0,1,8,0,6,0,3,0.16,0.93,0.1045,0,15,15,7,0,Pagi
2011-01-08,1,0,1,9,0,6,0,3,0.16,0.93,0.1045,0,20,20,7,0,Pagi
2011-01-08,1,0,1,10,0,6,0,2,0.18,0.8,0.1642,5,56,61,7,0,Pagi
2011-01-08,1,0,1,11,0,6,0,2,0.2,0.69,0.3881,2,60,62,7,0,Pagi
2011-01-08,1,0,1,12,0,6,0,2,0.2,0.59,0.3582,8,90,98,7,0,Siang
2011-01-08,1,0,1,13,0,6,0,1,0.2,0.44,0.3284,7,95,102,7,0,Siang
2011-01-08,1,0,1,15,0,6,0,1,0.2,0.32,0.4478,5,69,74,7,0,Siang
2011-01-08,1,0,1,16,0,6,0,1,0.18,0.29,0.4478,8,68,76,7,0,Siang
2011-01-08,1,0,1,18,0,6,0,1,0.14,0.39,0.2985,3,52,55,7,0,Sore
2011-01-08,1,0,1,19,0,6,0,1,0.14,0.36,0.2537,4,26,30,7,0,Sore
2011-01-08,1,0,1,20,0,6,0,1,0.12,0.36,0.2537,0,28,28,7,0,Sore
2011-01-08,1,0,1,21,0,6,0,1,0.12,0.39,0.3582,2,35,37,7,0,Sore
2011-01-08,1,0,1,22,0,6,0,1,0.12,0.36,0.3881,1,33,34,7,0,Sore
2011-01-08,1,0,1,23,0,6,0,1,0.1,0.39,0.4478,0,22,22,7,0,Sore
2011-01-09,1,0,1,0,0,0,0,1,0.1,0.42,0.3881,1,24,25,8,0,Malam
2011-01-09,1,0,1,1,0,0,0,1,0.1,0.42,0.4627,0,12,12,8,0,Malam
2011-01-09,1,0,1,2,0,0,0,1,0.1,0.46,0.4627,0,11,11,8,0,Malam
2011-01-09,1,0,1,3,0,0,0,1,0.1,0.46,0.4179,0,4,4,8,0,Malam
2011-01-09,1,0,1,4,0,0,0,1,0.08,0.53,0.194,0,1,1,8,0,Malam
2011-01-09,1,0,1,5,0,0,0,1,0.08,0.53,0.194,0,1,1,8,0,Malam
2011-01-09,1,0,1,6,0,0,0,1,0.1,0.49,0.2836,0,1,1,8,0,Pagi
2011-01-09,1,0,1,7,0,0,0,1,0.08,0.53,0.194,1,5,6,8,0,Pagi
2011-01-09,1,0,1,8,0,0,0,1,0.1,0.49,0.2836,0,10,10,8,0,Pagi
2011-01-09,1,0,1,10,0,0,0,1,0.14,0.43,0.3881,0,49,49,8,0,Pagi
2011-01-09,1,0,1,12,0,0,0,1,0.18,0.37,0.4478,4,79,83,8,0,Siang
2011-01-09,1,0,1,13,0,0,0,1,0.2,0.34,0.4478,6,69,75,8,0,Siang
2011-01-09,1,0,1,14,0,0,0,1,0.22,0.32,0.4627,8,64,72,8,0,Siang
2011-01-09,1,0,1,15,0,0,0,1,0.22,0.35,0.3582,5,77,82,8,0,Siang
2011-01-09,1,0,1,16,0,0,0,1,0.2,0.34,0.4478,13,79,92,8,0,Siang
2011-01-09,1,0,1,17,0,0,0,1,0.18,0.37,0.3881,3,59,62,8,0,Siang
2011-01-09,1,0,1,18,0,0,0,1,0.16,0.4,0.3284,4,44,48,8,0,Sore
2011-01-09,1,0,1,19,0,0,0,1,0.16,0.43,0.3284,1,40,41,8,0,Sore
2011-01-09,1,0,1,20,0,0,0,1,0.14,0.46,0.2537,0,38,38,8,0,Sore
2011-01-09,1,0,1,21,0,0,0,1,0.14,0.46,0.4179,1,19,20,8,0,Sore
2011-01-09,1,0,1,22,0,0,0,1,0.14,0.46,0.2985,5,10,15,8,0,Sore
2011-01-09,1,0,1,23,0,0,0,1,0.12,0.5,0.194,0,6,6,8,0,Sore
2011-01-10,1,0,1,0,0,1,1,1,0.12,0.5,0.2836,2,3,5,9,0,Malam
2011-01-10,1,0,1,1,0,1,1,1,0.12,0.5,0.2836,1,0,1,9,0,Malam
2011-01-10,1,0,1,2,0,1,1,1,0.12,0.5,0.2239,0,3,3,9,0,Malam
2011-01-10,1,0,1,3,0,1,1,1,0.12,0.5,0.2239,0,1,1,9,0,Malam
2011-01-10,1,0,1,4,0,1,1,1,0.1,0.54,0.1343,1,2,3,9,0,Malam
2011-01-10,1,0,1,5,0,1,1,1,0.1,0.54,0.2537,0,3,3,9,0,Malam
2011-01-10,1,0,1,6,0,1,1,1,0.12,0.5,0.2836,0,31,31,9,0,Pagi
2011-01-10,1,0,1,7,0,1,1,1,0.12,0.5,0.2239,2,75,77,9,0,Pagi
2011-01-10,1,0,1,8,0,1,1,2,0.12,0.5,0.2836,4,184,188,9,0,Pagi
2011-01-10,1,0,1,9,0,1,1,2,0.14,0.5,0.2537,2,92,94,9,0,Pagi
2011-01-10,1,0,1,10,0,1,1,2,0.14,0.5,0.2985,0,31,31,9,0,Pagi
2011-01-10,1,0,1,11,0,1,1,2,0.16,0.47,0.2836,2,28,30,9,0,Pagi
2011-01-10,1,0,1,12,0,1,1,2,0.2,0.4,0.2836,5,47,52,9,0,Siang
2011-01-10,1,0,1,13,0,1,1,2,0.2,0.4,0.2836,4,50,54,9,0,Siang
2011-01-10,1,0,1,14,0,1,1,2,0.2,0.4,0.2239,0,47,47,9,0,Siang
2011-01-10,1,0,1,15,0,1,1,2,0.2,0.4,0.2239,2,43,45,9,0,Siang
2011-01-10,1,0,1,16,0,1,1,1,0.2,0.4,0.1343,4,70,74,9,0,Siang
2011-01-10,1,0,1,17,0,1,1,1,0.2,0.4,0.1045,4,174,178,9,0,Siang
2011-01-10,1,0,1,18,0,1,1,1,0.2,0.4,0.2239,1,154,155,9,0,Sore
2011-01-10,1,0,1,19,0,1,1,1,0.16,0.47,0.1642,3,92,95,9,0,Sore
2011-01-10,1,0,1,20,0,1,1,1,0.16,0.5,0.1642,1,73,74,9,0,Sore
2011-01-10,1,0,1,21,0,1,1,1,0.14,0.59,0.194,1,37,38,9,0,Sore
2011-01-10,1,0,1,22,0,1,1,1,0.14,0.59,0.1642,2,22,24,9,0,Sore
2011-01-10,1,0,1,23,0,1,1,1,0.14,0.59,0.1642,0,18,18,9,0,Sore
2011-01-11,1,0,1,0,0,2,1,1,0.14,0.59,0.1045,2,10,12,10,0,Malam
2011-01-11,1,0,1,1,0,2,1,1,0.14,0.59,0.1642,0,3,3,10,0,Malam
2011-01-11,1,0,1,2,0,2,1,2,0.16,0.55,0.194,0,3,3,10,0,Malam
2011-01-11,1,0,1,5,0,2,1,2,0.16,0.55,0.1343,0,6,6,10,0,Malam
2011-01-11,1,0,1,6,0,2,1,2,0.16,0.55,0.1343,0,27,27,10,0,Pagi
2011-01-11,1,0,1,7,0,2,1,2,0.16,0.55,0.0,2,97,99,10,0,Pagi
2011-01-11,1,0,1,8,0,2,1,2,0.18,0.51,0.0896,3,214,217,10,0,Pagi
2011-01-11,1,0,1,9,0,2,1,2,0.18,0.51,0.1642,3,127,130,10,0,Pagi
2011-01-11,1,0,1,10,0,2,1,2,0.2,0.51,0.1642,3,51,54,10,0,Pagi
2011-01-11,1,0,1,11,0,2,1,2,0.2,0.47,0.1343,4,31,35,10,0,Pagi
2011-01-11,1,0,1,12,0,2,1,2,0.2,0.51,0.1045,2,55,57,10,0,Siang
2011-01-11,1,0,1,13,0,2,1,2,0.2,0.59,0.0896,6,46,52,10,0,Siang
2011-01-11,1,0,1,14,0,2,1,2,0.2,0.59,0.0896,3,60,63,10,0,Siang
2011-01-11,1,0,1,15,0,2,1,2,0.16,0.8,0.0896,2,45,47,10,0,Siang
2011-01-11,1,0,1,16,0,2,1,2,0.16,0.86,0.2239,4,72,76,10,0,Siang
2011-01-11,1,0,1,17,0,2,1,2,0.16,0.86,0.2239,6,130,136,10,0,Siang
2011-01-11,1,0,1,18,0,2,1,3,0.16,0.93,0.1045,1,94,95,10,0,Sore
2011-01-11,1,0,1,19,0,2,1,3,0.16,0.93,0.0,0,51,51,10,0,Sore
2011-01-11,1,0,1,20,0,2,1,3,0.16,0.93,0.194,0,32,32,10,0,Sore
2011-01-11,1,0,1,21,0,2,1,3,0.16,0.86,0.0896,0,20,20,10,0,Sore
2011-01-11,1,0,1,22,0,2,1,3,0.16,0.93,0.1045,1,28,29,10,0,Sore
2011-01-11,1,0,1,23,0,2,1,3,0.16,0.93,0.0896,1,18,19,10,0,Sore
2011-01-12,1,0,1,0,0,3,1,2,0.16,0.86,0.0896,0,7,7,11,0,Malam
2011-01-12,1,0,1,1,0,3,1,2,0.16,0.86,0.1045,0,6,6,11,0,Malam
2011-01-12,1,0,1,2,0,3,1,1,0.14,0.86,0.1343,0,1,1,11,0,Malam
2011-01-12,1,0,1,5,0,3,1,1,0.14,0.86,0.1642,0,5,5,11,0,Malam
2011-01-12,1,0,1,6,0,3,1,1,0.12,0.93,0.1343,0,16,16,11,0,Pagi
2011-01-12,1,0,1,7,0,3,1,1,0.14,0.69,0.1343,0,54,54,11,0,Pagi
2011-01-12,1,0,1,8,0,3,1,1,0.16,0.59,0.1642,3,125,128,11,0,Pagi
2011-01-12,1,0,1,9,0,3,1,1,0.16,0.59,0.3284,3,78,81,11,0,Pagi
2011-01-12,1,0,1,10,0,3,1,1,0.18,0.55,0.2239,0,39,39,11,0,Pagi
2011-01-12,1,0,1,11,0,3,1,1,0.2,0.51,0.3881,3,32,35,11,0,Pagi
2011-01-12,1,0,1,13,0,3,1,1,0.22,0.44,0.3582,0,49,49,11,0,Siang
2011-01-12,1,0,1,14,0,3,1,1,0.2,0.47,0.3284,0,44,44,11,0,Siang
2011-01-12,1,0,1,15,0,3,1,1,0.2,0.47,0.4179,1,48,49,11,0,Siang
2011-01-12,1,0,1,16,0,3,1,1,0.22,0.44,0.3284,5,63,68,11,0,Siang
2011-01-12,1,0,1,17,0,3,1,1,0.2,0.47,0.3582,0,139,139,11,0,Siang
2011-01-12,1,0,1,19,0,3,1,1,0.18,0.47,0.4179,1,82,83,11,0,Sore
2011-01-12,1,0,1,20,0,3,1,1,0.16,0.5,0.3284,2,54,56,11,0,Sore
2011-01-12,1,0,1,21,0,3,1,1,0.16,0.55,0.3284,0,57,57,11,0,Sore
2011-01-12,1,0,1,22,0,3,1,1,0.16,0.55,0.4478,1,32,33,11,0,Sore
2011-01-12,1,0,1,23,0,3,1,1,0.14,0.59,0.4179,1,19,20,11,0,Sore
2011-01-13,1,0,1,0,0,4,1,1,0.14,0.59,0.2836,1,6,7,12,0,Malam
2011-01-13,1,0,1,1,0,4,1,1,0.14,0.5,0.2836,0,2,2,12,0,Malam
2011-01-13,1,0,1,2,0,4,1,1,0.14,0.5,0.3582,0,2,2,12,0,Malam
2011-01-13,1,0,1,3,0,4,1,1,0.14,0.5,0.3284,0,3,3,12,0,Malam
2011-01-13,1,0,1,4,0,4,1,1,0.14,0.5,0.2537,0,4,4,12,0,Malam
